CD_MUN,Pop 2018,GDP,GDP Tax,GDP Agro,GDP Indu,GDP Serv Pri,GDP Serv Publ
2506103,11355,93065,4154,7022,3511,22147,56230
2506202,2990,28720,1049,1357,891,6570,18852
2506251,8448,64762,1677,7712,1421,11551,42401
2506301,58492,970276,109717,21980,149527,426637,262414
2506400,14131,133572,5969,11221,9186,36084,71113
2506509,3403,31634,1068,2565,1587,6796,19619
2506608,5956,48887,1964,4084,2562,11138,29139
2506707,11790,76819,2543,3519,2025,15077,53656
2506806,18101,166955,9560,5272,13172,49277,89674
2506905,24537,289848,20910,15171,17374,122685,113708
2507002,24653,282114,24358,10192,23203,114526,109834
2507101,18501,173818,8045,22142,5031,51315,87285
2507200,10801,111537,7859,7929,20957,23523,51269
2507309,14349,126582,5363,11098,5798,32004,72320
2507408,7732,64858,2694,6840,2999,15323,37003
2507507,800323,20036726,2743678,40732,3165025,10342361,3744931
2507606,7896,63017,2156,3223,2665,14695,40278
2507705,18041,175414,13251,7904,8859,61184,84215
2507804,7104,70426,3858,3149,9640,19793,33985
2507903,10717,98368,5164,10508,3681,25878,53137
2508000,9886,73809,2371,5336,2682,15804,47616
2508109,4679,38044,1351,1695,1948,9636,23414
2508208,7643,73109,3232,6897,2430,18406,42143
2508307,27385,274186,14341,39846,15289,72173,132537
2508406,2749,26315,777,1467,1021,5953,17097
2508505,7371,57138,2151,3590,2112,12754,36531
2508554,4294,40346,1566,4584,1404,9633,23159
2508604,12944,193951,15124,12393,45052,52194,69186
2508703,4020,32628,851,1131,856,7080,22710
2508802,5766,54625,3884,3303,3408,14577,29453
2508901,44657,642501,61033,42427,78915,258279,201847
2509008,11092,76193,2439,4108,3071,15727,50849
2509057,8460,76723,1651,18680,1799,12777,41816
2509107,21808,202377,12468,19528,10939,61179,98262
2509156,6565,62850,3816,2051,2649,19831,34503
2509206,13742,108132,4464,9480,8793,19436,65959
2509305,8327,228806,14087,9432,118316,37233,49737
2509339,4516,46903,802,13475,1474,6642,24511
2509370,2889,25991,780,1419,981,5674,17137
2509396,6506,51585,1943,2814,1356,11930,33542
2509404,13308,128646,7408,11295,21895,27248,60801
2509503,5598,46929,1304,5422,1258,9017,29927
2509602,4789,36570,1054,1781,1275,7630,24831
2509701,33007,527478,31202,17993,31097,286285,160901
2509800,9878,76618,2516,14875,4190,11786,43251
2509909,10458,82009,2312,9640,2528,13628,53901
2510006,7312,58316,2023,5464,2233,13080,35515
2510105,10651,85469,4621,2788,2711,24910,50438
2510204,5978,48938,1922,2651,2012,11232,31120
2510303,4840,41930,1660,2234,2766,8931,26339
2510402,6592,54481,1778,5266,1992,11788,33656
2510501,3912,36845,979,5446,1349,6851,22220
2510600,3033,30895,1246,3273,1159,7275,17941
2510659,1786,18885,609,1392,631,3693,12559
2510709,2402,23512,711,1050,1309,4915,15527
2510808,106984,1734012,186839,10215,147320,896492,493146
2510907,12260,133604,9663,15980,17975,34600,55387
2511004,3800,31035,1035,2532,946,6593,19930
2511103,7766,71675,2921,5440,8862,12367,42085
2511202,28389,418473,25243,115104,54923,79755,143447
2511301,16038,179253,10167,13907,8122,58793,88264
2511400,18706,183348,11344,9463,7656,63113,91773
2511509,11855,97467,3867,6307,3860,24214,59219
2511608,6680,76471,2656,20482,2339,15163,35832
2511707,5105,47313,800,10452,1537,7435,27088
2511806,10572,87962,3580,5918,3623,24430,50411
2511905,18904,256245,32428,40314,56852,62845,63806
2512002,18429,232009,8777,68064,13627,50450,91090
2512036,3777,34469,1077,1421,1357,7062,23552
2512077,4276,41876,1336,2951,1406,9029,27154
2512101,32749,395727,29686,18143,26192,167719,153988
2512200,4141,52948,1829,15465,2920,10796,21938
2512309,23215,227973,14557,30009,13518,70246,99643
2512408,13630,103660,3741,10612,4617,19838,64852
2512507,43917,484736,42673,18131,83985,136109,203838
2512606,1929,22671,879,894,1127,4881,14890
2512705,19340,167879,9711,11404,6464,50461,89840
2512721,6064,48287,1336,4149,1475,9483,31843
2512747,3564,31944,777,2076,897,6251,21943
2512754,4500,42450,1830,1342,1469,11492,26316
2512762,4477,45268,2644,4131,1314,10439,26739
2512788,1951,24955,530,4865,659,4249,14652
2512804,8587,73373,3390,5754,5293,17780,41155
2512903,24088,244817,17038,23228,21132,67804,115616
2513000,3919,26953,565,1033,833,4292,20230
2513109,12149,125763,3161,7751,33255,21958,59638
2513158,6574,53412,1775,5312,1576,10748,34000
2513208,6585,54751,2646,3639,2166,14495,31805
2513307,5907,51989,1783,6762,2429,11029,29986
2513356,3597,29647,525,3253,734,4745,20390
2513406,15336,233121,21365,5290,50277,82896,73292
2513505,5198,42361,1071,3866,1429,7363,28632
2513604,7077,55804,1530,5725,2030,11691,34828
2513653,2685,27410,942,1214,1098,5856,18300
2513703,135807,2389674,329672,92999,611268,756322,599412
2513802,4585,44086,1645,4587,2260,9399,26194
2513851,2532,25625,956,2170,740,5363,16396
2513901,33796,437512,47907,7677,45965,173420,162543
2513927,4492,46429,3278,3501,4023,10309,25318
2513943,2581,23956,740,1674,1062,4836,15644
2513968,3087,28972,835,3411,1065,5061,18600
2513984,3371,34224,1863,2749,1260,8907,19446
2514008,4313,44753,1770,6384,1808,10794,23996
2514107,4430,35052,973,3003,832,6265,23978
2514206,7680,59090,2536,4892,2789,12917,35956
2514305,6255,47335,1238,3527,1571,8702,32297
2514404,4665,47347,1049,8990,4589,7276,25443
2514453,5915,47540,1328,3583,1576,8938,32114
2514503,20053,191956,12153,13217,8841,66134,91611
2514552,3908,29477,628,4240,653,4759,19198
2514602,3526,28851,1495,1160,1096,7135,17966
2514651,1791,23734,541,3044,832,4457,14860
2514701,4134,115455,14837,3682,48083,25325,23528
2514800,3723,31001,1102,2663,1764,6199,19273
2514909,7745,70750,2875,6936,4576,18187,38175
2515005,7124,65196,2038,17046,2167,9648,34297
2515104,11753,94823,3867,9694,3639,21279,56343
2515203,3466,32623,1155,3490,974,7189,19815
2515302,52443,556833,47586,32396,27555,210074,239223
2515401,10728,72893,2045,3351,2200,16270,49028
2515500,13630,125847,7163,5664,5058,45524,62437
2515609,3141,32369,1053,3450,1629,6288,19949
2515708,3089,27973,858,1856,1036,5978,18244
2515807,7041,60269,1844,4965,6976,11611,34873
2515906,6131,57485,1188,14310,2065,8766,31156
2515930,4958,47630,1950,5830,2426,10209,27216
2515971,7751,88726,6886,11355,3916,26778,39791
2516003,26592,286014,28554,10183,12539,116685,118053
2516102,14837,167200,10752,20063,9082,54272,73031
2516151,3516,32793,1315,1133,879,7674,21791
2516201,69161,1121492,143900,17655,130128,527005,302804
2516300,16864,175201,12311,12687,10512,59890,79801
2516409,10887,77152,2316,7256,1693,14867,51019
2516508,15185,122874,4737,11540,7453,32646,66496
2516607,14614,115588,4271,6823,4473,28958,71062
2516706,15072,138275,6443,15430,6021,39982,70399
2516755,3035,28325,997,1649,1983,5972,17723
2516805,9466,73743,2954,6590,2465,18292,43443
2516904,15300,166901,13340,5423,8918,69105,70114
2517001,9902,74467,2460,6042,2587,14794,48584
2517100,2779,30263,1205,3036,1790,7004,17228
2517209,5323,42031,1187,2969,4215,7449,26210
2517407,2225,23862,776,2500,875,4946,14764
2600054,99622,1725530,279380,10600,393126,656391,386033
2600104,37111,436177,41062,5664,33366,207816,148269
2600203,19456,165585,11501,10224,4926,55651,83282
2600302,24702,254434,19070,28789,19583,83058,103935
2600401,36454,246012,10481,18205,8313,60468,148545
2600500,43195,351616,22452,32444,15147,108123,173450
2600609,14554,132910,5394,25638,3520,34766,63592
2600708,38375,314972,11076,44606,14813,83949,160528
2600807,22959,171958,8810,12380,8114,47936,94717
2600906,22788,223577,9983,49613,10180,54176,99624
2601003,11072,118494,3442,40108,5289,19820,49836
2601052,20312,139704,6494,3185,4601,38828,86597
2601102,83964,1032602,71949,39602,233288,349166,338596
2601201,73844,1007778,111216,8060,63014,542245,283244
2601300,14257,129193,4478,27429,7180,25322,64784
2601409,42552,425226,31200,14920,18812,180191,180102
2601508,12023,80071,2916,6595,2467,18406,49687
2601607,20728,304256,11109,117964,9914,71486,93782
2601706,76185,1883329,246871,156243,612420,511398,356397
2601805,12671,87859,3028,3734,2532,19780,58784
2601904,60714,722013,68184,27055,92730,280701,253343
2602001,37909,276756,10218,38273,12030,64331,151904
2602100,48336,503785,33399,47099,73961,151359,197967
2602209,39132,327252,17659,43360,21496,87850,156887
2602308,38152,390555,25329,47462,38526,122001,157237
2602407,8999,144883,8377,66550,5701,20411,43844
2602506,7486,55556,1643,4246,1818,12738,35111
2602605,50249,375217,17012,6152,13316,113571,225166
2602704,13119,103451,3558,11919,7159,24536,56279
2602803,57825,406917,19318,47844,9561,98876,231318
2602902,205112,9758237,2473248,35468,2520278,3737740,991502
2603009,33934,384145,37850,22703,16645,159772,147175
2603108,20258,218008,17699,24083,10695,82401,83129
2603207,28570,486379,8890,24821,286452,45771,120445
2603306,11089,93548,2585,21752,3187,17671,48353
2603405,5753,50248,2561,1376,1489,13932,30890
2603454,156736,1850648,200988,8861,96921,895967,647910
2603504,18627,153618,10764,5610,5058,55544,76643
2603603,8530,129830,7858,14900,34939,29986,42146
2603702,24835,189273,8528,21654,8361,49719,101011
2603801,20048,212792,10375,28305,40730,49068,84314
2603900,19491,154575,7434,9613,8275,44081,85171
2603926,12836,78625,2507,6944,1414,13948,53812
2604007,82872,1447601,152545,24618,315598,620430,334410
2604106,356872,7147526,995749,110126,776098,3839256,1426298
2604155,14313,94875,2174,5095,2007,17748,67851
2604205,42434,285787,12577,7459,5628,87068,173056
2604304,11722,88576,3595,6670,3303,22133,52874
2604403,13428,149525,10401,18415,4644,55481,60584
2604502,21579,199848,13824,19091,8851,62674,95408
2604601,26249,222068,10232,17748,8855,76188,109045
2604700,18144,149793,5076,24751,5721,33221,81025
2604809,12596,119517,3836,21796,2984,27031,63869
2604908,11635,96887,3784,9323,2753,27366,53661
2605004,24041,263969,19562,10651,25327,102358,106071
2605103,36841,497295,60030,10698,59132,204200,163235
2605152,18734,217305,32858,10408,6748,82885,84405
2605202,68448,956664,119773,27471,207251,329323,272845
2605301,31885,268382,11774,36235,7833,76398,136143
2605400,22013,191064,11875,11073,20295,54779,93042
2605459,3021,161353,19232,601,6566,126494,8460
2605509,14365,112515,6264,9294,5641,33804,57511
2605608,22631,170093,9910,10911,9931,48997,90344
2605707,32556,418863,58612,11248,32078,168203,148723
2605806,15366,115760,4988,4742,6138,31643,68248
2605905,30780,222081,8112,29804,5648,52944,125573
2606002,138983,2441309,309909,56423,349100,1150729,575148
2606101,30504,456748,47887,38794,134708,110636,124723
2606200,79455,9226545,1815558,193561,5154854,1712833,349739
2606309,7435,68683,2589,15155,2635,14014,34291
2606408,83437,1124665,110299,27890,108893,536409,341174
2606507,19152,161993,5723,24202,10379,33057,88631
2606606,29055,259475,10043,66875,7382,58510,116666
2606705,7756,60766,1469,9427,2621,11527,35723
2606804,115640,2531067,361291,44680,841440,809103,474553
2606903,12209,89715,4133,8619,3033,22653,51278
2607000,22840,167131,8216,18483,6287,39973,94172
2607109,4554,36207,1284,2795,1252,7857,23020
2607208,94709,11570549,2953662,91842,4387704,3334000,803341
2607307,30512,293121,20201,20515,49025,77598,125783
2607406,4869,55404,2092,5434,1952,12178,33749
2607505,26390,215492,10727,22108,14151,54149,114356
2607604,25836,249444,14717,6331,17806,97656,112934
2607653,36422,426164,42131,36729,19882,181414,146009
2607703,13680,109357,5050,9158,4349,31143,59657
2607752,26397,1563045,413106,21873,646096,347202,134767
2607802,16903,132513,4019,15646,7580,29501,75767
2607901,697636,13359675,2201300,25851,2122065,6359871,2650588
2607950,11668,109199,2960,19818,3263,22950,60207
2608008,17070,124670,5549,7208,3439,34332,74142
2608057,14740,125026,8096,13256,4700,32658,66317
2608107,33563,292056,19053,6950,45916,81129,139009
2608206,16036,183361,10081,5562,59298,38464,69955
2608255,11361,100427,2153,25603,2798,16825,53048
2608305,14747,155507,7166,24570,18650,38530,66591
2608404,15323,104188,3493,6312,3953,24567,65864
2608453,17886,247578,15010,77685,7190,65314,82379
2608503,21397,320808,21016,12105,101657,82370,103660
2608602,13065,115729,3412,28834,3323,20584,59576
2608701,16262,140252,3188,43149,4757,24272,64885
2608750,25349,320826,18972,90132,18593,84393,108737
2608800,39982,446586,38686,33995,22056,180916,170932
2608909,56302,776094,74443,31384,61119,375197,233950
2609006,25278,238820,18435,20380,8174,82319,109513
2609105,15851,212096,9040,73749,18788,43289,67229
2609154,21085,122158,2919,4247,2682,20986,91323
2609204,11473,87525,2081,4907,2473,18120,59943
2609303,15308,151215,13500,3870,6057,58076,69712
2609402,62263,657888,50219,57081,116999,192977,240612
2609501,32366,528191,39675,62760,106801,173845,145110
2609600,391835,5533876,585021,3276,686130,2849259,1410192
2609709,23833,321655,11109,143993,5645,60375,100533
2609808,14827,173758,9041,52490,7646,34222,70359
2609907,68939,666745,49863,27194,47757,263996,277935
2610004,62994,800304,78953,13776,28540,419644,259392
2610103,7789,68718,1603,12567,2142,13037,39370
2610202,26492,190164,5306,12491,5745,47294,119327
2610301,11478,285573,9670,10297,184499,23577,57530
2610400,21914,166903,9992,8194,6087,50318,92311
2610509,28972,224563,10412,13290,6466,68384,126010
2610608,56074,797562,36283,318111,35774,180458,226936
2610707,329117,4190093,428194,11640,611573,1932783,1205903
2610806,22566,249066,12485,25445,66478,50029,94628
2610905,67047,688563,64460,26896,55640,265148,276419
2611002,36187,1329912,44369,55760,820154,243063,166566
2611101,343865,6686658,687603,907061,762482,2960723,1368789
2611200,11299,83988,3585,3547,2635,21388,52834
2611309,27033,365774,40520,39086,42860,127096,116212
2611408,14831,159163,7071,21590,32197,33333,64972
2611507,25896,179831,6765,14502,5522,43340,109702
2611533,6822,53033,1658,4357,1852,13007,32160
2611606,1637834,52401487,8535828,46961,5532444,31234506,7051748
2611705,20443,181658,8512,23326,8492,50797,90531
2611804,47209,448648,25436,46772,37378,140027,199034
2611903,23440,266502,14629,33185,42949,66377,109362
2612000,10103,125397,7070,24316,4551,39556,49903
2612109,10768,67496,1481,3677,1440,12383,48515
2612208,60604,858918,104251,4150,47379,447706,255433
2612307,15823,127169,4089,12873,4330,29929,75948
2612406,26026,199171,11747,18482,8168,58979,101796
2612455,15236,108751,5030,8706,3345,25822,65848
2612471,12531,90615,4145,4119,4053,22329,55970
2612505,105936,1511868,194359,2593,239601,661368,413947
2612554,14390,97984,3711,6398,3998,20889,62988
2612604,41759,660076,23270,299763,23845,118306,194892
2612703,14048,102556,4925,1877,5983,29041,60730
2612802,11764,85905,3565,3593,5856,21106,51786
2612901,15717,96619,2391,8092,2356,16939,66841
2613008,58956,1085366,32788,606642,46975,160054,238908
2613107,37119,357396,26725,25047,35656,115241,154726
2613206,22686,224878,14970,42958,7368,59848,99735
2613305,21314,160377,7162,9224,5802,44238,93951
2613404,21004,231879,21794,10769,7374,99390,92552
2613503,33895,271436,16106,13840,13298,88973,139218
2613602,33789,384206,27328,52135,34551,130312,139880
2613701,112362,1181132,103973,17216,149453,468049,442441
2613800,17950,213004,10921,68257,6144,49424,78259
2613909,85774,1373040,192456,26138,116860,691460,346127
2614006,19133,134658,4217,8742,3645,28776,89277
2614105,35761,492242,27656,16479,178944,122889,146275
2614204,45359,490988,31574,54580,75217,138488,191130
2614303,11270,81820,2487,4174,1935,18545,54679
2614402,5993,43970,1079,2286,949,9284,30373
2614501,64520,753841,72984,7929,63044,356037,253847
2614600,28371,265325,19875,10405,12459,106818,115768
2614709,12890,162556,8125,47558,18500,32587,55785
2614808,25417,173317,8604,7159,8800,40800,107953
2614857,23149,289040,19675,9952,18258,132979,108177
2615003,28416,280501,13569,8252,54124,88584,115971
2615102,7139,61725,1621,7700,2508,11402,38493
2615201,9983,68549,2403,2405,2351,16488,44901
2615300,50956,681733,55438,45940,59491,306010,214854
2615409,44254,654979,74935,386,126217,272313,181127
2615508,13724,117984,4381,18844,6312,29655,58793
2615607,30222,315853,24805,4056,53234,109235,124523
2615706,15265,142052,9100,9722,5090,52006,66135
2615805,27052,186190,6186,21969,6292,38783,112959
2615904,8192,78739,4893,3383,3221,27278,39963
2616001,18298,215608,9206,19376,62865,46973,77188
2616100,9514,68373,2456,2764,2786,15190,45177
2616183,7666,60019,2220,1909,6872,13489,35530
2616209,20503,160056,9765,3128,7015,54716,85432
2616308,32513,345664,14211,77166,34783,77482,142023
2616407,137915,3718817,679851,66347,897084,1489989,585546
2616506,14691,123732,7202,7943,2696,34985,70907
2700102,20162,141231,5033,9541,6408,37003,83246
2700201,17564,165089,4739,37984,9673,38277,74415
2700300,230417,4467590,493010,578521,345413,2196890,853757
2700409,47000,764295,26006,318698,51377,161394,206820
2700508,15792,173931,3614,58963,4276,41806,65272
2700607,8264,194652,10111,22316,16823,101915,43488
2700706,18455,167362,10288,11235,12239,57356,76245
2700805,4406,84635,987,47244,3029,12916,20459
2700904,6696,79156,1116,21302,13023,13445,30270
2701001,27168,329623,14421,103779,26347,72019,113057
2701100,10529,497130,1871,390436,9591,44690,50541
2701209,10730,94228,2862,14330,3530,25167,48338
2701308,21194,183880,4261,32046,5765,42492,99316
2701357,6918,58371,1029,13550,1265,12303,30225
2701407,56579,459658,25964,85165,50432,91720,206377
2701506,9549,85721,2692,13603,4594,18972,45861
2701605,17726,117513,3505,7500,3022,27174,76312
2701704,17124,184071,6649,34733,9034,50254,83402
2701803,9000,61973,1601,2314,1926,14987,41145
2701902,7319,115709,1108,63497,2360,15520,33224
2702009,10744,98638,1875,31741,2965,20137,41921
2702108,21575,253128,14730,67673,26492,57562,86671
2702207,5826,69079,1001,21686,1983,13380,31029
2702306,56562,1272991,111711,416433,228674,282342,233832
2702355,24129,217222,5606,52688,16195,46902,95831
2702405,51763,519693,31707,17609,28798,234959,206621
2702504,11054,73765,2145,6024,2044,16526,47026
2702553,18153,116287,2569,14325,3207,26238,69948
2702603,22152,325086,3173,165338,11738,48675,96162
2702702,4729,125393,2550,64657,14654,19593,23939
2702801,12773,144425,3279,56089,6564,27708,50785
2702900,40588,343940,9831,82451,9556,84502,157600
2703007,15606,134755,2466,39740,3743,27557,61248
2703106,25649,197467,4744,40026,6339,47615,98744
2703205,24408,350957,23445,122342,50369,56965,97836
2703304,18378,117862,4113,10629,3305,31200,68614
2703403,5288,46307,933,8782,1820,9986,24786
2703502,7036,171490,1142,113005,4148,19554,33641
2703601,8317,161351,3944,72350,4693,44996,35367
2703700,5597,53005,879,15150,1127,8944,26905
2703759,11624,209607,6269,111264,10872,26294,54907
2703809,23903,261236,2995,110103,8345,42030,97763
2703908,4175,46393,804,11696,1628,9094,23172
2704005,24731,316839,9378,117676,21024,75802,92959
2704104,17934,203937,3687,73521,6263,40022,80444
2704203,28495,409520,15210,188612,22536,65092,118071
2704302,1012382,22400313,3300362,176366,3025710,12370840,3527036
2704401,19891,176185,6045,29734,5226,51608,83572
2704500,32369,629303,38869,178044,21397,254651,136341
2704609,9326,67727,2331,6485,2024,17329,39558
2704708,51364,1926323,483138,102051,548329,530377,262428
2704807,13337,144207,7313,18212,4411,60391,53881
2704906,3534,36713,625,8981,1114,7302,18691
2705002,25226,223585,4523,67173,5503,43541,102847
2705101,24649,287622,14398,78014,23033,70728,101449
2705200,17676,156803,5142,30781,14894,39232,66754
2705309,5337,54561,1330,12686,1318,11528,27699
2705408,7153,56628,1925,3932,2863,13379,34529
2705507,28137,315441,9339,115940,14383,68622,107157
2705606,12615,128840,1928,41862,3303,26705,55042
2705705,21437,199178,15604,9462,11196,81579,81338
2705804,9303,70724,2355,5271,2037,18501,42560
2705903,5117,45775,623,7589,1236,8958,27370
2706000,11591,79060,2960,5848,2431,19209,48611
2706109,11456,77475,2371,6852,2008,19541,46703
2706208,4985,37135,590,1241,1272,7922,26110
2706307,73096,829228,53557,60796,62112,368609,284153
2706406,24446,213643,8271,25158,13378,58316,108520
2706422,10527,73393,1770,6631,3045,16100,45847
2706448,13016,165640,4426,24438,28750,55106,52920
2706505,15232,242971,2743,122098,8546,36789,72795
2706604,7568,73017,1708,14801,2542,16622,37343
2706703,63516,748309,37325,130780,29818,309375,241012
2706802,17805,318891,5697,183172,6541,53197,70284
2706901,35008,482546,27641,44788,73700,157925,178491
2707008,2911,35398,429,10654,759,5546,18010
2707107,24891,246127,9019,32699,10556,72947,120906
2707206,14354,92439,2431,7613,2363,20480,59552
2707305,27079,328170,15872,76510,27351,94223,114214
2707404,7873,199261,2603,112044,4906,36962,42745
2707503,20018,176892,4476,49778,4738,38653,79246
2707602,11342,121805,3010,34138,5478,26698,52482
2707701,74838,1051171,162564,37873,121846,446689,282198
2707800,6680,114923,1410,55913,2160,19137,36303
2707909,7272,135305,27139,15913,29404,28608,34241
2708006,47486,509266,40466,14644,25586,264693,163877
2708105,10755,1094266,3232,929318,20008,90966,50743
2708204,6953,83738,3116,31376,5476,11983,31787
2708303,23855,302201,20866,91654,42128,58173,89379
2708402,32111,226986,9240,16045,12328,61665,127708
2708501,34415,575057,55117,198390,115917,108697,96935
2708600,60775,1040711,94696,86792,260649,344660,253914
2708709,7888,148190,3781,56161,4217,46476,37554
2708808,34011,438228,15842,142547,11048,128544,140246
2708907,13716,169650,9626,6703,23871,67667,61783
2708956,13818,87739,2102,6294,2028,19490,57824
2709004,6187,54579,770,13825,1199,10116,28668
2709103,19886,253778,4830,105059,7052,54964,81874
2709152,43960,512360,29666,129150,43206,128101,182237
2709202,27632,205332,4760,46761,7559,36261,109990
2709301,65461,942210,48615,293436,64626,260432,275102
2709400,25773,339837,9133,106206,11766,92294,120438
2800100,2368,27673,1492,1073,2483,5301,17324
2800209,21443,230581,13798,31899,13719,70296,100868
2800308,648939,17276301,2224820,3029,2137819,9915517,2995115
2800407,10168,108668,5302,22394,4627,23504,52840
2800506,18396,189025,12028,25484,11111,51516,88886
2800605,29873,491074,87734,4383,66966,167246,164745
2800670,26731,292363,22078,25071,13616,105727,125871
2800704,8264,75886,3280,10890,3133,16097,42486
2801009,17997,197526,11998,8487,25896,65438,85707
2801108,4011,43588,1921,5622,2188,9481,24376
2801207,29430,2148558,23489,15367,1808962,125223,175517
2801306,33904,375235,23784,23628,57065,104511,166246
2801405,21724,216393,15249,11351,10770,77791,101232
2801504,16324,401848,39393,3293,138619,107597,112946
2801603,5880,54332,2707,1985,2885,17356,29399
2801702,18190,210469,12177,41050,11458,49262,96522
2801900,3977,36873,1421,4140,1878,7999,21435
2802007,5059,152680,3453,4099,78301,30654,36173
2802106,68804,1697923,292679,57057,481927,526498,339763
2802205,5567,57387,3044,5852,5693,12845,29953
2802304,15283,214798,23738,11808,38533,67886,72834
2802403,11606,103661,5411,17496,4362,20485,55907
2802502,3307,31684,832,794,1815,6821,21421
2802601,5811,60866,3283,11788,2740,13455,29599
2802700,8519,71970,2739,5972,2925,16824,43509
2802809,17761,184329,9015,42358,6790,37055,89112
2802908,94696,1801159,235412,94617,116192,942232,412707
2803005,41684,428434,28852,42273,27687,140919,188704
2803104,4921,53548,3301,6175,3593,13604,26876
2803203,33994,903605,136371,40556,339157,215451,172070
2803302,18576,393275,14626,34767,149914,87409,106558
2803401,13085,162354,9317,43271,7060,38364,64342
2803500,103576,1474880,192556,63014,183263,571573,464473
2803609,29567,862359,166860,24795,288572,220306,161826
2803708,6877,64269,3362,4638,3207,17768,35294
2803807,3665,42747,1972,1425,2186,13803,23361
2803906,12581,126567,5572,26654,4661,30470,59210
2804003,17153,316553,39065,10442,76482,91763,98801
2804102,11322,129287,8534,27509,5634,35478,52132
2804201,15120,138896,8602,12664,6549,38291,72789
2804300,7610,91315,5107,6376,14204,25899,39729
2804409,18735,253707,20707,47818,23563,73844,87775
2804458,8783,83698,5330,4790,8019,23038,42521
2804508,36514,561374,63047,28905,39626,260333,169461
2804607,26460,295086,22789,16698,24860,105606,125132
2804706,6470,60994,3696,5538,3025,18118,30617
2804805,181503,2557514,382694,12489,369888,1017684,774759
2804904,14347,175844,14205,24650,23332,31887,81769
2805000,3236,30280,861,2541,1223,6055,19600
2805109,9538,81689,3974,5859,3013,21370,47474
2805208,6523,54413,2312,2130,2292,13753,33925
2805307,9199,110402,5622,5816,8970,29457,60537
2805406,34412,296409,17635,41552,23162,62840,151219
2805505,23586,238374,17896,4784,25034,81521,109139
2805604,28497,261570,16473,27000,17080,68802,132215
2805703,29559,513395,63959,9719,63066,242351,134300
2805802,19800,266763,12416,102181,9673,41693,100800
2805901,10140,171718,18493,6934,48715,42367,55208
2806008,18528,309654,36617,11973,59537,112691,88837
2806107,10697,386134,49301,3953,176609,85670,70602
2806206,19970,174694,8948,20224,7791,46426,91306
2806305,13947,158436,8056,39542,4084,30336,76418
2806404,7714,68790,2437,5973,3925,15585,40870
2806503,3904,43381,1370,4780,1796,8312,27121
2806602,12051,126153,5495,13394,18392,29798,59074
2806701,89027,895764,79619,29512,127085,293118,366430
2806800,11065,102290,5689,4829,13664,26407,51701
2806909,3987,39997,1199,2098,5055,8089,23555
2807006,3913,36606,1758,2647,2658,7391,22152
2807105,40486,526890,66145,24548,73662,183849,178686
2807204,8813,142418,5185,7552,46751,31947,50982
2807303,3204,31574,1049,2480,1606,6290,20150
2807402,51843,557474,50292,12580,34596,236849,223156
2807501,13061,121794,5300,17233,5935,27649,65677
2807600,25033,341766,29169,32021,15491,141627,123458
2900108,8767,59565,2433,3111,2540,19835,31645
2900207,19814,137847,7884,13216,7187,40776,68783
2900306,15129,133899,5015,30027,6040,41303,51514
2900355,16784,112228,4144,19603,4796,28002,55682
2900405,16901,110270,4241,9167,7076,27613,62173
2900504,10662,63260,2493,4222,2267,16969,37309
2900603,4478,41111,1190,10161,1771,8292,19697
2900702,150832,3962802,848895,90931,932409,1549782,540784
2900801,22449,255143,15221,62118,24940,84490,68374
2900900,5566,50189,1357,11603,2594,11550,23086
2901007,37031,375617,31113,21934,34005,171834,116731
2901106,25224,312636,29552,23037,25960,137233,96854
2901155,16097,115315,6363,19119,7942,28565,53326
2901205,18194,169960,10924,13472,8661,65254,71648
2901304,13153,104036,4941,6202,4631,35476,52785
2901353,14690,191570,8015,7617,66659,53284,55995
2901403,14017,134674,4129,35918,5386,37551,51689
2901502,11142,74348,5126,2979,3437,25241,37566
2901601,19093,117003,5822,8708,4919,38569,58984
2901700,11691,109844,12120,5842,4171,44518,43193
2901809,11715,69316,2649,4057,3708,18564,40338
2901908,17673,125692,4358,15939,6596,31521,67278
2901957,7360,66826,4316,8427,2656,21257,30171
2902005,13229,109662,4495,18626,6038,30399,50102
2902054,12143,209393,6714,6909,95761,51387,48621
2902104,54099,425124,21681,48100,26273,144750,184319
2902203,11332,91558,5097,13878,12368,21730,38485
2902252,11079,81632,2714,15454,3598,16903,42964
2902302,8813,66061,2950,12840,2683,17452,30137
2902401,11774,106736,4101,23377,9434,22836,46988
2902500,13824,171338,4778,67909,6012,41229,51410
2902609,20488,159363,7319,13463,8382,51827,78372
2902658,13217,96594,4238,7349,11273,24870,48864
2902708,53231,365650,16130,34584,11962,124814,178160
2902807,20813,255284,14010,50889,10221,110332,69832
2902906,32018,399104,17214,123523,32277,107731,118359
2903003,13900,94638,3720,6229,4561,35600,44528
2903102,5821,63165,1439,13569,13771,11569,22818
2903201,153831,4744486,415426,1068515,599611,2099781,561154
2903235,14802,91831,4179,8098,4573,25363,49618
2903276,15846,239436,5781,5537,121032,56172,50915
2903300,5743,62245,1496,19331,2103,13311,26003
2903409,23214,288836,14702,72572,18604,95554,87404
2903508,17317,130550,7504,8328,5267,46787,62664
2903607,15975,121534,8191,6817,9934,29449,67143
2903706,12953,92736,3792,10399,4531,24889,49125
2903805,18622,121711,4981,18257,5911,31813,60750
2903904,68609,1010113,89252,170712,145927,377346,226876
2903953,9942,57801,2180,3646,2162,14491,35323
2904001,14288,96625,4687,6232,7703,29283,48720
2904050,16637,165167,7593,45547,6969,44988,60070
