CD_MUN,Pop 2018,GDP,GDP Tax,GDP Agro,GDP Indu,GDP Serv Pri,GDP Serv Publ
2904100,21520,149673,5634,9640,7552,49869,76978
2904209,10300,90687,4384,7820,3762,29651,45070
2904308,14370,120559,9133,9273,5604,44104,52444
2904407,10493,84905,3084,24989,2683,18436,35714
2904506,10341,80398,4135,6364,3997,25322,40580
2904605,67048,1768379,127756,27317,818765,585205,209336
2904704,18391,192220,19736,14144,8103,88805,61432
2904753,21067,128256,5736,11656,3879,31499,75487
2904803,7043,65211,2638,14197,2954,15666,29757
2904852,18698,118311,4553,13968,6708,29594,63488
2904902,33861,473574,34302,22672,127355,181260,107984
2905008,23045,273607,37467,10516,16395,137838,71391
2905107,9372,73920,2640,11417,3811,18652,37401
2905156,15524,86958,2763,6197,7595,21302,49102
2905206,50861,857297,54216,18807,353390,258801,172082
2905305,18356,161003,10982,18075,16333,49177,66436
2905404,17913,1129042,18845,16430,658769,359926,75072
2905503,13260,91071,3502,4781,9421,25097,48269
2905602,31968,282456,16084,20466,20526,111536,113844
2905701,293723,23822598,6322083,12963,9389942,6884244,1213365
2905800,35248,346157,28325,47602,17368,131134,121727
2905909,28844,217479,10737,18225,23769,68545,96202
2906006,70912,1127396,68071,42911,508885,270434,237095
2906105,9719,65720,2171,8043,5150,15883,34473
2906204,26020,194033,11841,22265,11509,62348,86071
2906303,31301,312194,14722,64052,17968,110345,105106
2906402,8338,54055,1674,7098,2266,13477,29539
2906501,86677,4358053,812975,11279,1720247,1424149,389404
2906600,14268,111715,5981,14602,6332,38424,46376
2906709,25332,211022,15815,7621,10404,85786,91397
2906808,34784,260074,12563,22341,13236,85859,126075
2906824,16752,127606,7140,16785,5969,41198,56514
2906857,11660,89803,3730,11055,6211,25439,43368
2906873,30451,427530,49737,8425,23967,241810,103590
2906899,9107,67984,3911,8788,4228,19354,31703
2906907,21937,349020,19381,100174,13756,133940,81770
2907004,9240,103203,4174,17666,21034,23663,36665
2907103,28965,214414,9787,35236,7583,68140,93669
2907202,71366,690274,46274,112019,102505,184679,244797
2907301,26209,275782,20395,13552,40980,111278,89578
2907400,3555,85280,14183,5311,3010,48377,14399
2907509,54424,597138,53519,7102,90523,274330,171664
2907558,9340,59397,2674,7687,3190,14478,31368
2907608,17252,156293,16775,4488,11618,62098,61313
2907707,11154,76584,2800,5833,3941,21132,42878
2907806,33356,269772,16190,17777,12710,111797,111298
2907905,17097,130816,7358,3433,6702,50490,62834
2908002,17458,151732,6835,12360,9087,59343,64107
2908101,18746,317899,26189,135451,23791,64597,67871
2908200,22392,268924,22973,28366,64393,76459,76733
2908309,17332,159719,13259,13418,20721,54810,57510
2908408,66191,731751,62099,24772,112822,334216,197842
2908507,32909,2247716,532014,25625,1159647,416076,114354
2908606,25630,271798,15242,42266,41754,74854,97682
2908705,17319,148888,7612,9102,11646,56201,64326
2908804,4086,36873,1659,6872,1872,9969,16503
2908903,22719,172368,13274,12661,16428,55416,74590
2909000,8585,55440,2919,3838,2605,16436,29641
2909109,14240,125814,8807,25889,4517,37397,49204
2909208,15801,131324,4992,15797,5460,39473,65602
2909307,32081,1944162,156306,920849,78294,624517,164196
2909406,13796,126743,4969,34138,5525,29064,53046
2909505,5349,37416,1853,2931,2030,9517,21084
2909604,21040,152698,5244,22274,6839,42111,76230
2909703,13872,111540,7762,16493,4494,35977,46813
2909802,62871,984676,115381,13696,95330,553884,206385
2909901,34389,317755,19224,39229,39670,87230,132402
2910008,10906,90542,2683,14780,3523,23137,46419
2910057,79685,2910592,401746,1923,1380778,851793,274352
2910107,12155,110969,7005,18887,4875,35695,44506
2910206,4050,32123,1427,3904,1685,9733,15374
2910305,8119,57724,2508,8312,2891,16076,27939
2910404,17593,182251,9773,41431,7453,51423,72172
2910503,41654,558484,41558,69449,93748,205120,148610
2910602,36882,627913,41603,76924,180305,196786,132295
2910701,59842,552703,44310,21509,35185,255665,196035
2910727,112318,2890519,336907,106397,756647,1257030,433538
2910750,17601,170408,6332,47236,8365,41417,67058
2910776,5668,45471,1840,8846,1547,11719,21519
2910800,609913,14683080,2181609,48023,2450392,8136182,1866874
2910859,16410,119656,5921,7657,8227,39745,58106
2910909,5604,48121,1489,9972,2579,12201,21881
2911006,10686,78909,2963,10997,4401,22125,38424
2911105,25311,2695149,105842,1814279,90098,572580,112351
2911204,32202,360634,32148,34321,22366,167094,104705
2911253,4487,38835,1443,5344,1717,10061,20269
2911303,11206,148132,16198,3683,66562,18669,43020
2911402,15208,170892,6590,69167,12095,30374,52666
2911501,7276,58635,1703,11697,2814,12804,29616
2911600,20679,179460,12818,16009,11179,70927,68526
2911659,7239,52497,2174,7460,2857,14138,25868
2911709,84014,1340984,138694,29527,184281,713630,274852
2911808,20991,196785,5156,64954,8840,39118,78717
2911857,13076,95941,4632,10868,5869,28151,46423
2911907,24496,202020,8939,21819,15764,65838,89659
2912004,9427,82084,5094,7145,5824,29992,34029
2912103,22014,182621,8618,11883,8987,76118,77015
2912202,19346,304213,14933,127795,23146,70970,67368
2912301,16162,145956,5688,41618,6473,38603,53574
2912400,18097,134000,8719,24428,10876,33754,56223
2912509,14856,100824,5772,6056,4937,34507,49553
2912608,4043,27699,1073,4272,1218,6165,14971
2912707,23343,196724,5843,53252,8274,45139,84216
2912806,8581,280094,30306,58046,94811,63702,33229
2912905,15760,167450,8949,23288,12300,59669,63243
2913002,16272,98964,4952,8270,3678,30884,51180
2913101,17150,119180,7090,16921,9501,29673,55995
2913200,26846,332938,32367,16926,25373,168085,90188
2913309,6194,43130,1497,2441,2595,11865,24732
2913408,15630,178896,13428,8926,59947,40900,55695
2913457,13367,147935,8360,39166,13304,34082,53023
2913507,26868,192841,7903,26864,8972,61307,87794
2913606,164844,4257765,656066,126809,1007131,1866918,600840
2913705,39499,637999,21069,311801,30752,135856,138520
2913804,14625,80086,2565,5515,3775,17890,50342
2913903,45823,454267,33614,17796,33343,226359,143155
2914000,59763,662518,41784,42442,157154,232500,188638
2914109,9817,79898,5933,4123,6246,33807,29788
2914208,7243,70401,7528,3303,2944,28897,27728
2914307,8893,72929,3465,10810,2784,20761,35108
2914406,24942,403307,39013,23208,144259,114020,82807
2914505,28892,252602,18828,11918,12080,102552,107224
2914604,72386,1212205,138442,20427,82505,739545,231286
2914653,30413,351605,25282,52793,26459,131982,115089
2914703,64325,901157,93098,30480,93146,458680,225753
2914802,212740,4081367,439474,19037,555155,2336116,731585
2914901,27891,306912,14053,37247,18821,132627,104164
2915007,15999,94365,4368,9489,4396,25336,50777
2915106,12462,100818,4184,13642,4952,30454,47586
2915205,14712,136513,5927,29670,6992,37854,56070
2915304,6914,111647,7025,28497,14969,30668,30487
2915353,14311,120670,6353,10612,30205,22439,51060
2915403,6770,66320,2156,18573,4149,13259,28183
2915502,20587,229587,15759,25242,52934,63001,72650
2915601,64521,901084,63881,164881,109653,345555,217114
2915700,8069,70300,2099,17845,3130,15274,31952
2915809,23358,235911,8347,42325,21611,69681,93947
2915908,6445,66376,3163,11732,7473,13439,30568
2916005,19499,226290,9077,71924,12905,65189,67194
2916104,22114,237119,15337,6666,14977,113851,86288
2916203,9008,89298,4555,16777,4655,27469,35842
2916302,10306,282683,3292,26156,183803,23454,45977
2916401,75470,1077098,100281,38238,258533,418375,261671
2916500,35256,270691,11610,50625,20110,68152,120194
2916609,10328,73919,1660,12296,3266,17085,39612
2916708,8288,65855,2414,13880,2991,16632,29937
2916807,19646,273664,14437,55859,67802,63840,71725
2916856,14432,334514,60087,3482,16800,204974,49171
2916906,12624,94469,5762,8668,4902,34029,41110
2917003,36063,259821,10589,34526,9197,81096,124413
2917102,20375,221536,13991,15043,48949,67550,76002
2917201,18889,159854,6406,31536,10988,44894,66029
2917300,28457,298580,21492,45037,19017,110417,102617
2917334,10969,95741,5184,18868,4401,27636,39652
2917359,8496,665555,30752,454272,48373,95288,36870
2917409,14834,101090,5189,9671,4055,32106,50069
2917508,80394,1385788,127871,22787,337862,630216,267052
2917607,54163,548135,51330,31848,25619,258919,180420
2917706,33385,643957,43699,5522,293562,187037,114137
2917805,18588,168290,9096,50709,6520,33042,68922
2917904,10691,121186,2849,56258,7721,15712,38646
2918001,155800,2631036,281674,44912,387305,1308229,608915
2918100,40232,325088,17116,32175,23408,108877,143512
2918209,14516,99858,4776,16365,4944,29016,44757
2918308,11540,171001,7505,26824,39793,47003,49877
2918357,24964,210015,16198,20758,14967,73254,84838
2918407,215183,4095394,524880,214321,370177,2174465,811551
2918456,9272,94748,2256,40533,2536,15599,33823
2918506,15307,104687,4930,6970,5479,33027,54282
2918555,5902,54157,1374,12204,1612,12408,26558
2918605,6406,56187,2739,7938,3503,16875,25133
2918704,3757,37916,1419,8117,2120,8974,17286
2918753,15555,90076,4254,9250,4432,21297,50844
2918803,23638,236331,17805,39462,12716,81693,84655
2918902,3934,58456,2388,25952,2188,11364,16564
2919009,3808,64747,9542,4141,2373,32146,16545
2919058,8546,66271,2958,9361,5812,18087,30053
2919108,8430,51782,2271,2694,3011,11451,32356
2919157,27170,207161,15563,20840,20898,62947,86914
2919207,195095,6449830,937286,1802,1097479,3713561,699701
2919306,11315,121631,7250,8624,7950,57006,40801
2919405,12406,107939,7507,9319,4507,43130,43476
2919504,45388,450744,29621,52532,24026,197806,146758
2919553,84753,6184173,924844,918132,1042395,2951987,346815
2919603,11364,73377,2877,6447,3954,19602,40496
2919702,18592,167426,5683,41391,5395,45042,69914
2919801,49474,368975,18740,18004,31175,137406,163650
2919900,7862,43463,1990,3545,1406,11711,24812
2919926,20737,477348,36562,2302,53433,249694,135357
2919959,3577,45721,2680,2472,2410,17254,20905
2920007,10016,101846,5073,16518,15790,25485,38979
2920106,18753,131718,6098,13090,5292,47802,59436
2920205,16830,137189,6292,35515,7156,29936,58290
2920304,8430,62235,3022,6399,3006,18879,30929
2920403,13397,137100,6187,19644,5418,54661,51190
2920452,13546,76142,2834,6853,2803,17899,45752
2920502,21295,844771,22381,29077,494175,220665,78474
2920601,44555,331027,16749,57353,28908,87234,140784
2920700,20518,232909,8385,36960,10907,96845,79812
2920809,10434,77052,3204,11771,3413,19556,39107
2920908,13931,130097,8997,16231,5868,44216,54785
2921005,46014,1135810,146674,8883,186184,588869,205199
2921054,12116,74239,3097,8985,2621,18250,41286
2921104,22659,329936,22543,61356,57884,106430,81723
2921203,26159,216980,11222,18191,14131,86947,86488
2921302,11009,94596,8486,1493,4976,43057,36583
2921401,18195,116242,4407,12853,5006,29941,64035
2921450,8844,58668,2509,7344,2442,15629,30744
2921500,49565,340177,18459,14690,12862,118113,176053
2921609,8542,63619,2516,10984,2864,16713,30542
2921708,35383,378311,30315,26470,76878,125243,119405
2921807,12031,88277,5102,6704,6182,31881,38409
2921906,9244,344151,12314,206340,18151,67614,39732
2922003,41221,2460443,209371,61075,1539368,464269,186359
2922052,11114,384541,35297,10488,233216,62679,42860
2922102,26575,161059,5596,24365,6339,46930,77829
2922201,7399,50547,2468,5121,3196,14990,24772
2922250,11280,139935,10098,28882,25251,33903,41801
2922300,29387,250727,16893,9308,23912,105887,94728
2922409,22156,220968,16028,30844,12153,89621,72322
2922508,28451,262002,16361,12024,17092,125059,91466
2922607,13914,129217,3419,33997,6394,30574,54834
2922656,13095,145734,7341,5008,48532,37493,47359
2922706,16451,127548,3493,26288,4348,34724,58695
2922730,7802,77178,6117,6267,3879,30384,30530
2922755,6631,73191,1892,24887,3085,16691,26635
2922805,8172,50801,2477,4440,2541,12561,28782
2922854,9115,53574,2376,4525,2932,14074,29667
2922904,24493,208052,10195,22006,18609,65717,91526
2923001,42950,492650,49522,44204,45890,209638,143396
2923035,12241,79184,4655,6652,2922,23518,41438
2923050,15380,77894,2262,3657,3995,17131,50849
2923100,28152,200016,13574,8185,13420,68482,96355
2923209,21838,170914,11920,12278,7526,68458,70732
2923308,8557,55492,2274,3436,3895,13795,32092
2923357,17389,155060,13348,7023,15909,56724,62057
2923407,21703,166182,8532,29340,10698,44177,73436
2923506,8961,79877,3799,4677,7219,33026,31157
2923605,21518,207979,13764,10921,18286,90841,74166
2923704,31853,215631,12107,21467,7405,68157,106495
2923803,28956,278730,14266,29071,12686,128348,94358
2923902,9981,91031,3235,26212,4764,19932,36888
2924009,117014,3478057,175424,30415,1912605,938917,420696
2924058,13601,94691,3365,12647,5950,25673,47056
2924108,7298,40542,1360,3452,1961,9312,24456
2924207,17486,98566,2993,16401,2919,20663,55589
2924306,17269,125409,6820,9397,5295,45036,58862
2924405,34486,234347,7721,31455,6704,60397,128070
2924504,16234,187947,13265,11175,76688,32938,53881
2924603,20204,132507,4660,6483,5027,39440,76896
2924652,10482,85893,5533,11980,7601,23422,37358
2924678,10007,79598,1859,21282,4079,16124,36253
2924702,10952,68115,3308,4109,3568,21895,35235
2924801,24538,152544,8287,11572,7925,53763,70997
2924900,9272,67756,3132,12608,3213,17266,31537
2925006,26092,238152,18058,29204,9730,93002,88159
2925105,46862,475306,43470,17147,26131,237225,151333
2925204,39045,1036929,163113,5749,446582,267014,154472
2925253,15012,113256,5914,6431,8054,37896,54961
2925303,146625,3125716,237557,101963,207749,2004589,573858
2925402,7549,84653,3653,20452,6998,21920,31630
2925501,28152,444042,18584,142325,29720,143848,109566
2925600,15121,100821,3975,7787,7997,32458,48603
2925709,12505,81854,3297,7884,3297,22885,44492
2925758,27422,257653,12863,52653,20747,73459,97931
2925808,25445,204253,10771,20378,9940,70546,92619
2925907,27533,178653,8847,11007,8536,53471,96791
2925931,8990,61016,2502,4175,3493,18189,32656
2925956,22610,304402,42989,10676,11996,157605,81137
2926004,41200,365231,18442,44381,11320,136318,154769
2926103,14295,122566,7599,5531,21521,38075,49839
2926202,22343,978803,44780,594165,43260,210369,86229
2926301,33403,356076,19644,20097,25520,183209,107607
2926400,35240,253584,11514,31022,8794,88176,114078
2926509,14843,129421,4224,36291,6027,26466,56413
2926608,52956,562050,50201,22998,35243,274380,179227
2926657,6304,80476,2107,31944,2249,15089,29086
2926707,13048,119037,4487,20785,6113,44402,43250
2926806,15289,100745,4786,7046,4832,33087,50994
2926905,11645,82359,4759,4496,3825,30395,38884
2927002,40475,883990,21523,521972,31110,171139,138246
2927101,9213,89849,5816,17334,6519,23677,36503
2927200,30767,300421,28017,15819,52954,102126,101505
2927309,15463,165520,6362,53627,8674,40491,56366
2927408,2857329,63526092,8364775,44049,6919077,39680711,8517480
2927507,20694,168600,11077,7077,11717,71695,67034
2927606,14088,98386,5090,7933,5624,28805,50933
2927705,27626,416749,25452,58566,33732,188627,110372
2927804,6354,54660,2224,10107,2573,13768,25988
2927903,10656,69634,3904,2515,4332,25038,33846
2928000,37158,374026,26862,21136,53506,142174,130349
2928059,12751,93589,3672,18049,4636,23070,44161
2928109,39920,466209,37082,34993,40636,204247,149251
2928208,26517,249742,15790,36641,20644,84243,92423
2928307,8920,50741,1630,2734,2548,12670,31159
2928406,28192,225131,9573,39151,7270,78521,90616
2928505,10345,73519,4133,6155,5721,21357,36154
2928604,59512,811060,92480,52244,158193,298968,209175
2928703,100605,2176014,298104,42999,273267,1241069,320575
2928802,52413,731819,81513,8196,149130,320130,172851
2928901,33193,3645981,125728,2482540,221070,660252,156390
2928950,9042,70129,3336,7227,5887,21790,31889
2929008,14717,208072,5233,20932,82162,49427,50319
2929057,15310,214331,13367,46315,37216,62665,54767
2929107,21069,186884,9133,23367,13324,60129,80930
2929206,39338,8862470,1733822,11983,4036009,2661497,419159
2929255,18798,115679,4224,5599,6917,32040,66900
2929305,37139,1021937,178501,19749,182995,520100,120592
2929354,5710,48415,2593,4648,2291,14764,24119
2929370,10417,87157,5915,10153,4339,29033,37717
2929404,11645,133066,13244,22914,5597,52208,39103
2929503,44164,640577,64498,17478,163223,224502,170876
2929602,17387,164718,9873,18062,14716,59002,63065
2929701,19644,206615,6679,78213,10511,38193,73019
2929750,11978,133358,4795,22350,10685,45029,50499
2929800,12883,84214,2967,5217,3727,26927,45376
2929909,43941,528108,51299,15019,26166,291599,144026
2930006,11351,79465,3705,13933,2737,19450,39640
2930105,78588,873476,71742,10244,78874,454165,258451
2930154,31532,281391,15974,52624,16512,82821,113460
2930204,40703,918209,93118,39199,465251,172561,148081
2930303,17452,143661,6141,26956,9607,43855,57101
2930402,15064,113344,4656,11355,9199,36212,51923
2930501,80411,869567,77513,12842,90825,436103,252282
2930600,13347,93133,4514,5171,6618,30725,46105
2930709,132906,5813346,1184944,6246,1410447,2718509,493200
2930758,12965,94716,3515,22394,4729,19771,44308
2930766,10316,76653,3577,7853,3760,22777,38684
2930774,22806,691838,16932,17815,478588,85574,92929
2930808,16905,116189,4811,6392,5120,36938,62927
2930907,12517,151197,18581,12851,37310,36281,46174
2931004,20416,183573,10210,22507,11602,65212,74041
2931053,17285,164747,15294,7600,7104,72630,62119
2931103,7909,53760,2079,4568,3069,18839,25205
2931202,20889,167745,7519,29282,6433,46416,78096
2931301,17046,109650,4641,13593,5512,28430,57474
2931350,158445,2585821,283466,82070,247988,1426983,545315
2931400,7493,72569,6494,5171,4727,26331,29846
2931509,22479,158219,9417,6142,9981,55748,76930
2931608,14860,169394,4585,56855,10678,36939,60337
2931707,12965,115488,7496,5759,27113,27162,47958
2931806,16608,113237,3775,12154,7171,31967,58170
2931905,50568,451274,34780,22718,23829,191002,178944
2932002,24486,193992,11018,11320,10617,72183,88854
2932101,19914,168822,7360,19894,16539,58365,66664
2932200,19275,212190,14650,8497,23723,89961,75360
2932309,26795,193055,14862,14784,10638,71718,81052
2932408,13884,88948,3485,9615,5623,25869,44356
2932457,19034,150363,8573,5795,16020,54500,65475
